judul_berita,penulis_berita,url_berita,media_online,tanggal_berita_dt,top_keyword,lex_match,fuzz_score,embed_sim,relevance_score,is_relevant,karakter_count,judul_berita_bersih,kategori_isu,score_kemenkeu,score_nasional,score_lainnya_hint,matched_terms,score_detail,label_reason
"Pilihan Skema Berlangganan Baterai VinFast, Diklaim Lebih Hemat Sampai Rp 113 Juta",,https://www.tribunnews.com/otomotif/7731934/pilihan-skema-berlangganan-baterai-vinfast-diklaim-lebih-hemat-sampai-rp-113-juta,tribunnews,2025-09-22 15:15:00+07:00,diskusi banggar dpr,0.0,0.297,0.717,0.519,False,82,"pilihan skema berlangganan baterai vinfast, diklaim lebih hemat sampai rp 113 juta",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Eza Gionino Optimis Rujuk dengan Sang Istri Meiza Aulia, Ada Kesepakatan Saat Mediasi",,https://www.tribunnews.com/seleb/7731950/eza-gionino-optimis-rujuk-dengan-sang-istri-meiza-aulia-ada-kesepakatan-saat-mediasi,tribunnews,2025-09-22 15:29:00+07:00,suntikan dana rp200 triliun,0.0,0.286,0.722,0.519,False,85,"eza gionino optimis rujuk dengan sang istri meiza aulia, ada kesepakatan saat mediasi",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Buron Red Notice Kasus Pelecehan Seksual Anak di AS Ternyata Tinggal di Apartemen Mewah Bandung,,https://www.tribunnews.com/regional/7731944/buron-red-notice-kasus-pelecehan-seksual-anak-di-as-ternyata-tinggal-di-apartemen-mewah-bandung,tribunnews,2025-09-22 15:26:00+07:00,suntikan dana rp200 triliun,0.0,0.328,0.701,0.519,False,95,buron red notice kasus pelecehan seksual anak di as ternyata tinggal di apartemen mewah bandung,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
5 Penerbangan di Bandara Komodo Batal Dampak Erupsi Gunung Lewotobi,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164653/5-penerbangan-di-bandara-komodo-batal-dampak-erupsi-gunung-lewotobi,liputan6,2025-09-21 07:41:07+07:00,suntikan dana rp200 triliun,0.0,0.319,0.704,0.518,False,67,5 penerbangan di bandara komodo batal dampak erupsi gunung lewotobi,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Eza Gionino Menangis Saat Bertemu Anak di PA Cibinong,,https://www.tribunnews.com/seleb/7731935/eza-gionino-menangis-saat-bertemu-anak-di-pa-cibinong,tribunnews,2025-09-22 15:17:00+07:00,makan bergizi gratis,0.0,0.301,0.713,0.518,False,53,eza gionino menangis saat bertemu anak di pa cibinong,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Purbaya Kantongi Nama Penjual Rokok Ilegal di Bukalapak, Tokopedia, CsTech11 menit yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/tech/20250922152935-37-669152/purbaya-kantongi-nama-penjual-rokok-ilegal-di-bukalapak-tokopedia-cs,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.252,0.735,0.517,False,92,"purbaya kantongi nama penjual rokok ilegal di bukalapak, tokopedia, cs",Isu Kemenkeu,6,0,0,"{'kemenkeu': ['\\b(purbaya yudhi|purbaya)\\b'], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {'\\b(purbaya yudhi|purbaya)\\b': 6}, 'nasional': {}, 'lainnya_hint': {}}",Kuat indikasi fiskal/Kemenkeu.
Infografis Korlantas Polri Larang Penggunaan Sirene dan Strobo,Tidak Diketahui,https://www.liputan6.com/news/read/6165445/infografis-korlantas-polri-larang-penggunaan-sirene-dan-strobo,liputan6,2025-09-22 13:45:33+07:00,diskusi banggar dpr,0.0,0.37,0.677,0.517,False,62,infografis korlantas polri larang penggunaan sirene dan strobo,Isu Nasional,0,5,0,"{'kemenkeu': [], 'nasional': ['\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b': 5}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Klarifikasi Kepala BKN soal PPPK: Bukan Merendahkan, Hanya Penjelasan UU",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164848/klarifikasi-kepala-bkn-soal-pppk-bukan-merendahkan-hanya-penjelasan-uu,liputan6,2025-09-21 15:00:06+07:00,suntikan dana rp200 triliun,0.0,0.242,0.741,0.517,False,72,"klarifikasi kepala bkn soal pppk: bukan merendahkan, hanya penjelasan uu",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Lima Tahun Lagi RI Bisa Jadi 'Raja' Kalahkan ASNews24 menit yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/news/20250922150421-4-669144/lima-tahun-lagi-ri-bisa-jadi-raja-kalahkan-as,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.25,0.735,0.516,False,69,lima tahun lagi ri bisa jadi 'raja' kalahkan as,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Waka MPR Tegaskan 4 Pilar Kebangsaan Acuan Lengkap Kehidupan Bernegara,Tidak Diketahui,https://news.detik.com/berita/d-8123317/waka-mpr-tegaskan-4-pilar-kebangsaan-acuan-lengkap-kehidupan-bernegara,detik,2025-09-21 00:00:00+07:00,makan bergizi gratis,0.0,0.244,0.736,0.515,False,70,waka mpr tegaskan 4 pilar kebangsaan acuan lengkap kehidupan bernegara,Isu Nasional,0,4,0,"{'kemenkeu': [], 'nasional': ['\\bdpr\\b|\\bdpd\\b|\\bmpr\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bdpr\\b|\\bdpd\\b|\\bmpr\\b': 4}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Malaysia Pangkas Harga BBM RON 95 Jadi Rp 7.864, Berlaku 30 September 2025",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165444/malaysia-pangkas-harga-bbm-ron-95-jadi-rp-7864-berlaku-30-september-2025,liputan6,2025-09-22 14:30:51+07:00,suntikan dana rp200 triliun,0.0,0.257,0.73,0.515,False,74,"malaysia pangkas harga bbm ron 95 jadi rp 7.864, berlaku 30 september 2025",Isu Lainnya,0,3,0,"{'kemenkeu': [], 'nasional': ['\\bharga bbm\\b|\\bsubsidi energi\\b|\\bketahanan pangan\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bharga bbm\\b|\\bsubsidi energi\\b|\\bketahanan pangan\\b': 3}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Temui Puan Maharani, KSPSI Dorong Supremasi Sipil: Apapun Risikonya Kami di Garis Terdepan",,https://www.tribunnews.com/nasional/7731917/temui-puan-maharani-kspsi-dorong-supremasi-sipil-apapun-risikonya-kami-di-garis-terdepan,tribunnews,2025-09-22 14:57:00+07:00,suntikan dana rp200 triliun,0.0,0.256,0.73,0.515,False,90,"temui puan maharani, kspsi dorong supremasi sipil: apapun risikonya kami di garis terdepan",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Kakanwil Kemenag NTB: Saya Hanya Bercanda Saat Lempar Mikrofon dan Tiangnya,,https://www.tribunnews.com/regional/7731596/kakanwil-kemenag-ntb-saya-hanya-bercanda-saat-lempar-mikrofon-dan-tiangnya,tribunnews,2025-09-21 18:54:00+07:00,makan bergizi gratis,0.0,0.253,0.732,0.515,False,75,kakanwil kemenag ntb: saya hanya bercanda saat lempar mikrofon dan tiangnya,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
322 Personel Gabungan Akan Amankan Maulid Akbar di Makam Mbah Priok Jakut,Tidak Diketahui,https://news.detik.com/berita/d-8123293/322-personel-gabungan-akan-amankan-maulid-akbar-di-makam-mbah-priok-jakut,detik,2025-09-21 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.28,0.717,0.514,False,73,322 personel gabungan akan amankan maulid akbar di makam mbah priok jakut,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Korlantas Polri Evaluasi Penggunaan Sirene dan Rotator Patwal, Belum Terapkan Sanksi",Tidak Diketahui,https://www.liputan6.com/news/read/6165426/korlantas-polri-evaluasi-penggunaan-sirene-dan-rotator-patwal-belum-terapkan-sanksi,liputan6,2025-09-22 13:25:03+07:00,suntikan dana rp200 triliun,0.0,0.252,0.73,0.514,False,84,"korlantas polri evaluasi penggunaan sirene dan rotator patwal, belum terapkan sanksi",Isu Nasional,0,5,0,"{'kemenkeu': [], 'nasional': ['\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b': 5}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
Mahasiswa RI di New York Bangga Prabowo Jadi Presiden Pertama Tampil di PBB Setelah 10 Tah...,Tidak Diketahui,https://www.liputan6.com/news/read/6164710/mahasiswa-ri-di-new-york-bangga-prabowo-jadi-presiden-pertama-tampil-di-pbb-setelah-10-tahun,liputan6,2025-09-21 10:00:14+07:00,diskusi banggar dpr,0.0,0.214,0.749,0.514,False,93,mahasiswa ri di new york bangga prabowo jadi presiden pertama tampil di pbb setelah 10 tah,Isu Nasional,5,10,0,"{'kemenkeu': ['\\bpajak\\b|\\bppn\\b|\\bpajak penghasilan\\b|\\bpbb\\b|\\bpajak daerah\\b'], 'nasional': ['\\bpresiden\\b|\\bwapres\\b|\\bwakil presiden\\b|\\bistana\\b|\\bsekretariat negara\\b', '\\bprabowo\\b|\\bgibran\\b'], 'lainnya_hint': []}","{'kemenkeu': {'\\bpajak\\b|\\bppn\\b|\\bpajak penghasilan\\b|\\bpbb\\b|\\bpajak daerah\\b': 5}, 'nasional': {'\\bpresiden\\b|\\bwapres\\b|\\bwakil presiden\\b|\\bistana\\b|\\bsekretariat negara\\b': 5, '\\bprabowo\\b|\\bgibran\\b': 5}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Pelanggan Pindah ke SPBU Swasta, Bos Pertamina Curhat Begini",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164669/pelanggan-pindah-ke-spbu-swasta-bos-pertamina-curhat-begini,liputan6,2025-09-21 18:00:54+07:00,makan bergizi gratis,0.0,0.325,0.695,0.514,False,60,"pelanggan pindah ke spbu swasta, bos pertamina curhat begini",Isu Lainnya,0,3,0,"{'kemenkeu': [], 'nasional': ['\\bpertamina\\b|\\bpln\\b|\\btelkom\\b|\\bbumn\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bpertamina\\b|\\bpln\\b|\\btelkom\\b|\\bbumn\\b': 3}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Kemenko Pemberdayaan Masyarakat Buka Lowongan Pegawai Non-ASN, Daftar di Sini",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6163102/kemenko-pemberdayaan-masyarakat-buka-lowongan-pegawai-non-asn-daftar-di-sini,liputan6,2025-09-21 08:00:31+07:00,makan bergizi gratis,0.0,0.247,0.732,0.514,False,77,"kemenko pemberdayaan masyarakat buka lowongan pegawai non-asn, daftar di sini",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Panglima TNI Minta Anak Buahnya Tak Nyalakan Strobo dan Sirine Saat Jalan Kosong: Tidak Et...,Tidak Diketahui,https://www.liputan6.com/news/read/6164915/panglima-tni-minta-anak-buahnya-tak-nyalakan-strobo-dan-sirine-saat-jalan-kosong-tidak-etis,liputan6,2025-09-21 16:45:04+07:00,suntikan dana rp200 triliun,0.0,0.217,0.747,0.513,False,93,panglima tni minta anak buahnya tak nyalakan strobo dan sirine saat jalan kosong: tidak et,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Kementerian PKP Pastikan Rumah untuk Korban Erupsi Gunung Ruang Rampung Tahun Ini,Tidak Diketahui,https://www.liputan6.com/news/read/6165215/kementerian-pkp-pastikan-rumah-untuk-korban-erupsi-gunung-ruang-rampung-tahun-ini,liputan6,2025-09-21 09:39:52+07:00,makan bergizi gratis,0.0,0.317,0.696,0.513,False,81,kementerian pkp pastikan rumah untuk korban erupsi gunung ruang rampung tahun ini,Isu Lainnya,0,3,0,"{'kemenkeu': [], 'nasional': ['\\bkabinet\\b|\\bmenteri\\b|\\bkementerian\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bkabinet\\b|\\bmenteri\\b|\\bkementerian\\b': 3}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"MBG Dinilai Masih Bermasalah, DPR Tawarkan Opsi Penanganan Langsung oleh Sekolah",,https://www.tribunnews.com/dpr-ri/7731926/mbg-dinilai-masih-bermasalah-dpr-tawarkan-opsi-penanganan-langsung-oleh-sekolah,tribunnews,2025-09-22 15:06:00+07:00,MBG,1.0,0.072,0.652,0.513,False,80,"mbg dinilai masih bermasalah, dpr tawarkan opsi penanganan langsung oleh sekolah",Isu Nasional,0,4,0,"{'kemenkeu': [], 'nasional': ['\\bdpr\\b|\\bdpd\\b|\\bmpr\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bdpr\\b|\\bdpd\\b|\\bmpr\\b': 4}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
Putri Sulung Mpok Alpa Bantah Ada Cekcok Perihal Harta Warisan,,https://www.tribunnews.com/seleb/7731954/putri-sulung-mpok-alpa-bantah-ada-cekcok-perihal-harta-warisan,tribunnews,2025-09-22 15:42:00+07:00,diskusi banggar dpr,0.0,0.247,0.731,0.513,False,62,putri sulung mpok alpa bantah ada cekcok perihal harta warisan,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Ganjil Genap Kembali Berlaku di Awal Pekan Senin 22 September 2025, Jangan Sampai Salah!",Tidak Diketahui,https://www.liputan6.com/news/read/6165122/ganjil-genap-kembali-berlaku-di-awal-pekan-senin-22-september-2025-jangan-sampai-salah,liputan6,2025-09-22 07:05:04+07:00,suntikan dana rp200 triliun,0.0,0.226,0.74,0.512,False,88,"ganjil genap kembali berlaku di awal pekan senin 22 september 2025, jangan sampai salah!",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Manfaatkan KUR BRI, Pedagang Nanas Sukses Kembangkan Produk Olahan Bernilai Jual Tinggi",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165466/manfaatkan-kur-bri-pedagang-nanas-sukses-kembangkan-produk-olahan-bernilai-jual-tinggi,liputan6,2025-09-22 14:07:33+07:00,suntikan dana rp200 triliun,0.0,0.316,0.695,0.512,False,87,"manfaatkan kur bri, pedagang nanas sukses kembangkan produk olahan bernilai jual tinggi",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Desain dan Inovasi Jadi Jantung Daya Saing Industri Mebel Indonesia di Pasar Global,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164958/desain-dan-inovasi-jadi-jantung-daya-saing-industri-mebel-indonesia-di-pasar-global,liputan6,2025-09-21 18:45:29+07:00,suntikan dana rp200 triliun,0.0,0.291,0.708,0.512,False,83,desain dan inovasi jadi jantung daya saing industri mebel indonesia di pasar global,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Jurus PTPN Bikin Perkebunan Makin Produktif dan Efisien,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164911/jurus-ptpn-bikin-perkebunan-makin-produktif-dan-efisien,liputan6,2025-09-21 18:30:40+07:00,suntikan dana rp200 triliun,0.0,0.341,0.683,0.512,False,55,jurus ptpn bikin perkebunan makin produktif dan efisien,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Cara Warga Kontribusi untuk Jakarta yang Lebih Baik dan Nyaman,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6163327/cara-warga-kontribusi-untuk-jakarta-yang-lebih-baik-dan-nyaman,liputan6,2025-09-21 16:34:17+07:00,suntikan dana rp200 triliun,0.0,0.292,0.708,0.512,False,62,cara warga kontribusi untuk jakarta yang lebih baik dan nyaman,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Kunci Jawaban Informatika Kelas 5 Halaman 58 Kurikulum Merdeka Bab 3: Remedial,,https://www.tribunnews.com/pendidikan/7731589/kunci-jawaban-informatika-kelas-5-halaman-58-kurikulum-merdeka-bab-3-remedial,tribunnews,2025-09-21 18:15:00+07:00,suntikan dana rp200 triliun,0.0,0.267,0.72,0.512,False,78,kunci jawaban informatika kelas 5 halaman 58 kurikulum merdeka bab 3: remedial,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Tabrakan Yamaha N-Max dan Honda Vario di  Lombok Tengah Menewaskan 3 Orang,,https://www.tribunnews.com/regional/7731613/tabrakan-yamaha-n-max-dan-honda-vario-di-lombok-tengah-menewaskan-3-orang,tribunnews,2025-09-21 20:28:00+07:00,suntikan dana rp200 triliun,0.0,0.277,0.715,0.512,False,74,tabrakan yamaha n-max dan honda vario di lombok tengah menewaskan 3 orang,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Gaya Presiden RI di Sidang PBB: Mega Pakai Kebaya-Jokowi Bahasa CampurResearch59 menit yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/research/20250922112148-128-669020/gaya-presiden-ri-di-sidang-pbb-mega-pakai-kebaya-jokowi-bahasa-campur,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.211,0.745,0.511,False,96,gaya presiden ri di sidang pbb: mega pakai kebaya-jokowi bahasa campurresearch59 menit yang lalu,Isu Kemenkeu,5,5,0,"{'kemenkeu': ['\\bpajak\\b|\\bppn\\b|\\bpajak penghasilan\\b|\\bpbb\\b|\\bpajak daerah\\b'], 'nasional': ['\\bpresiden\\b|\\bwapres\\b|\\bwakil presiden\\b|\\bistana\\b|\\bsekretariat negara\\b'], 'lainnya_hint': []}","{'kemenkeu': {'\\bpajak\\b|\\bppn\\b|\\bpajak penghasilan\\b|\\bpbb\\b|\\bpajak daerah\\b': 5}, 'nasional': {'\\bpresiden\\b|\\bwapres\\b|\\bwakil presiden\\b|\\bistana\\b|\\bsekretariat negara\\b': 5}, 'lainnya_hint': {}}",Kuat indikasi fiskal/Kemenkeu.
"Kapolri Tinjau Pameran Korlantas Polri, Hadirkan Inovasi Bantu Masyarakat",Tidak Diketahui,https://news.detik.com/berita/d-8124497/kapolri-tinjau-pameran-korlantas-polri-hadirkan-inovasi-bantu-masyarakat,detik,2037-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.237,0.734,0.511,False,73,"kapolri tinjau pameran korlantas polri, hadirkan inovasi bantu masyarakat",Isu Nasional,0,9,0,"{'kemenkeu': [], 'nasional': ['\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b', '\\bkapolri\\b|\\bkapuspen\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b': 5, '\\bkapolri\\b|\\bkapuspen\\b': 4}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
Danpuspom: Panglima TNI Tidak Gunakan Strobo-Sirine Tot Tot Wuk Wuk,Tidak Diketahui,https://www.liputan6.com/news/read/6165489/danpuspom-panglima-tni-tidak-gunakan-strobo-sirine-tot-tot-wuk-wuk,liputan6,2025-09-22 14:20:23+07:00,diskusi banggar dpr,0.0,0.256,0.723,0.511,False,67,danpuspom: panglima tni tidak gunakan strobo-sirine tot tot wuk wuk,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Prabowo Dijadwalkan Berpidato Usai Trump di Sesi Debat Umum Sidang PBB,Tidak Diketahui,https://www.liputan6.com/news/read/6164648/prabowo-dijadwalkan-berpidato-usai-trump-di-sesi-debat-umum-sidang-pbb,liputan6,2025-09-21 07:10:58+07:00,diskusi banggar dpr,0.0,0.292,0.706,0.511,False,70,prabowo dijadwalkan berpidato usai trump di sesi debat umum sidang pbb,Isu Kemenkeu,5,5,0,"{'kemenkeu': ['\\bpajak\\b|\\bppn\\b|\\bpajak penghasilan\\b|\\bpbb\\b|\\bpajak daerah\\b'], 'nasional': ['\\bprabowo\\b|\\bgibran\\b'], 'lainnya_hint': []}","{'kemenkeu': {'\\bpajak\\b|\\bppn\\b|\\bpajak penghasilan\\b|\\bpbb\\b|\\bpajak daerah\\b': 5}, 'nasional': {'\\bprabowo\\b|\\bgibran\\b': 5}, 'lainnya_hint': {}}",Kuat indikasi fiskal/Kemenkeu.
Top 3 News: Mahasiswa RI di New York Bangga Prabowo Jadi Presiden Pertama Tampil di PBB Se...,Tidak Diketahui,https://www.liputan6.com/news/read/6165131/top-3-news-mahasiswa-ri-di-new-york-bangga-prabowo-jadi-presiden-pertama-tampil-di-pbb-setelah-10-tahun,liputan6,2025-09-22 08:00:05+07:00,diskusi banggar dpr,0.0,0.232,0.734,0.51,False,93,top 3 news: mahasiswa ri di new york bangga prabowo jadi presiden pertama tampil di pbb se,Isu Nasional,5,10,0,"{'kemenkeu': ['\\bpajak\\b|\\bppn\\b|\\bpajak penghasilan\\b|\\bpbb\\b|\\bpajak daerah\\b'], 'nasional': ['\\bpresiden\\b|\\bwapres\\b|\\bwakil presiden\\b|\\bistana\\b|\\bsekretariat negara\\b', '\\bprabowo\\b|\\bgibran\\b'], 'lainnya_hint': []}","{'kemenkeu': {'\\bpajak\\b|\\bppn\\b|\\bpajak penghasilan\\b|\\bpbb\\b|\\bpajak daerah\\b': 5}, 'nasional': {'\\bpresiden\\b|\\bwapres\\b|\\bwakil presiden\\b|\\bistana\\b|\\bsekretariat negara\\b': 5, '\\bprabowo\\b|\\bgibran\\b': 5}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
Top 3: Kata Menkeu Purbaya Soal Kenaikan Gaji ASN hingga Pejabat,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164997/top-3-kata-menkeu-purbaya-soal-kenaikan-gaji-asn-hingga-pejabat,liputan6,2025-09-22 06:30:24+07:00,makan bergizi gratis,0.0,0.262,0.72,0.51,False,64,top 3: kata menkeu purbaya soal kenaikan gaji asn hingga pejabat,Isu Kemenkeu,16,0,0,"{'kemenkeu': ['\\bmenkeu\\b', '\\b(purbaya yudhi|purbaya)\\b', '\\bgaji asn\\b'], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {'\\bmenkeu\\b': 6, '\\b(purbaya yudhi|purbaya)\\b': 6, '\\bgaji asn\\b': 4}, 'nasional': {}, 'lainnya_hint': {}}",Kuat indikasi fiskal/Kemenkeu.
